0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
I placed an order through @Flipkart but they rejected from their side though the amount got  debited from my axis c… https://t.co/UD3CK2j3HY,                                                                                                           …      :// .  /  3  2 3  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"4 times my call has been disconnected by Flipkart customer care executive. What the hell is this?? 
@flipkartsupport @Flipkart","4                                                                        .                      ?? 
   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"const @Flipkart, @flipkartsupport  = new Jamtara()","       ,    =            ()",-0.75,1.0,neutral,0.0,2.0,0.0,0.0
@Flipkart mera order hua parcel 28 July ko aane wala tha par aaj bhi aaya nhi..or aapke logistics ko phone Kar raha… https://t.co/EGTRf9KTzB,                        28                                           ..                                    …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart My product in my near by me in18/07/2022my product not delivery yet,I will call many times of costumers s… https://t.co/auBwa430gg","                                18/07/2022                           ,                                     …      :// .  /     430  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Prasadtechfan @Trolling_isart @motorolaindia @GoogleIndia @SamsungIndia @realmeIndia @IqooInd @Vivo_India… https://t.co/BvWYIafo7E,   _                 _     …      :// .  /        7 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@_Kalyan_K @Flipkart my monthly sales in your portal is 2.5 cr on average and from next time i will not mail and co… https://t.co/qjfnXoFBJG,@_      _                                       2.5                                                        …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@_Kalyan_K @Flipkart @CMOMaharashtra @AUThackeray @ClimateGroup @FlipkartStories @rajneeeshkumar Frustrated with… https://t.co/Fg4ED6jFTb,@_      _                             …      :// .  /  4  6    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Prasadtechfan @Trolling_isart @motorolaindia @GoogleIndia @SamsungIndia @realmeIndia @IqooInd @Vivo_India… https://t.co/nxPrGh98jU,   _                 _     …      :// .  /       8  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @jagograhakjago this was my  Order ID - OD225570424336607000. Please do needful. My contact no. 870008116… https://t.co/7VpDAbGYjU,                              225570424336607000.                  .              . 870008116…      :// .  /7         ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@AmazonHelp Ur customer service for God sake
Why u r asking the same thing again and again 
@amazonIN @PrimeVideo… https://t.co/Y4ZSCT9NCV","                                  
                                              
   …      :// .  / 4        ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @jagograhakjago they have send me a defective and wrong rakhi irrespective of my genuine order. They are… https://t.co/2QIQ8XrgDt,                                                                                  .         …      :// .  /2   8     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@_Kalyan_K @Flipkart my reputation in market has also come down and in market i should pay approximately 3 cr and 8… https://t.co/j3QDfLi4uH,@_      _                                                                                        3        8…      :// .  / 3     4  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@_Kalyan_K @Flipkart sir i request you to please reactive my account , sir i am selling my products from last 8 yea… https://t.co/OeTjNPgJKS","@_      _                                                    ,                                        8    …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @Flipkart: if you rearrange TGIF it's GIFT and weekend is indeed a gift from friday 😭 💙,                         '                                                😭 💙,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@flipkartsupport  @jagograhakjago @_Kalyan_K .
I do have a concern but no one is responding over the flipkart app o… https://t.co/zKFtsofayV","     @_      _  .
                                                                    …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Bro may be you are forgetting friendship day is also arriving get amazing offers on by-play t-shirt.. jus… https://t.co/lqQT3E10pb,                                                                                                     ..    …      :// .  /    3 10  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport The Dm doesn’t even get responded from your side.@_Kalyan_K @flipkartsupport @Flipkart,              ’                                   .@_      _     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart I am suffering from last 9 days on this issue. Please take me out from this situation.,                                               .                                       .,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Prasadtechfan @motorolaindia @GoogleIndia @SamsungIndia @realmeIndia @IqooInd @Vivo_India @XiaomiIndia @OnePlus_IN… https://t.co/Y9Sl90dgXL,             _         _  …      :// .  /     0    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @Flipkart
Order ID - OD225493231068771000

my order has not arrived yet while i ordered on 12-07-2… https://t.co/LXUNpub4Yu","   
             2254 3231068771000

                                                12 07 2…      :// .  /       4  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@KarthickRagi @Naresh8320 @Flipkart @nothing @flipkartsupport Customer care number 7076019016,   8320                            707601 016,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Infinix Smart 6 Plus Launched in India at the Price of Rs.7999 on @Flipkart from 3rd August
Check out The Video -… https://t.co/97bG5n6uzE","              6                                          .7              3         
                     …      :// .  / 7  5 6   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart I uploded my adhar card and scratch part of dial and black strap through mail. But consern team didn't contract with me.,                                                                               .                      '                  .,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Sir please help me i am order a Mi 360° 1080p WiFi Smart Security Camera, but my item was missing in the box and I… https://t.co/fVYsn50Feg","                                   360° 1080                            ,                                         …      :// .  /     50   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Sir please help me i am order a Mi 360° 1080p WiFi Smart Security Camera, but my item was missing in the box and I… https://t.co/Vr5hpDe8NW","                                   360° 1080                            ,                                         …      :// .  /  5    8  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart your delivery service is worst and your customer support is too much worst....,                                                                            ....,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Lacto Calamine Face Toner at Rs.109

https://t.co/EGWd2lFf9b https://t.co/9PlxHXc1yl
click above to find best deals… https://t.co/nbTAJjVKYu","                               .10 

     :// .  /    2           :// .  /       1  
                              …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"30% off : Himalaya Herbals Purifying Neem Face Wash, 300ml
@189

https://t.co/xfwknWM5jJ https://t.co/CYe6JKdLLG
cl… https://t.co/oAJS1YxxfW","30%     :                                          , 300  
@18 

     :// .  /       5        :// .  /   6      
  …      :// .  /    1     ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Organix Mantra Vitamin C Serum 25% for Face @ 270

https://t.co/a1fuXj2u4b https://t.co/NzsOMTUe9l
click above to f… https://t.co/iDIUhLTfKR","                               25%          @ 270

     :// .  / 1    2 4       :// .  /          
                …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @flipkartsupport I order 2p I paid for 2p but I get 1 in this packet order id OD225506621870441000 https://t.co/MgluEd21i1,            2             2            1                           225506621870441000      :// .  /      21 1,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Classmate Notebook - Single Line, 140 Pages, 240 mm x 180 mm - Pack Of 4 @ 140

 https://t.co/cHy0oEdncp… https://t.co/jMe58DlOCR","                                , 140      , 240      180              4 @ 140

      :// .  /   0      …      :// .  /   58     ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
48% off : Saffola Fittify Tasty Peanut Butter | Dark Chocolaty | Extra Crunchy | High Protein | High Fiber | Vegan|… https://t.co/9NwbkBy8BX,48%     :                                     |                |               |              |            |      |…      :// .  /       8  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Roadster Eau De Parfum - 100 ml@ 199

https://t.co/KX5tEpFoTG https://t.co/cKq2LWzt0r
click above to find best deal… https://t.co/xit45eFxNJ","                         100   @ 1  

     :// .  /  5             :// .  /   2    0 
                             …      :// .  /   45     ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @Flipkart: dekho woh aa gaya 🥰 https://t.co/CCTwQNgULx,                   🥰      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"HIT Spray Combo @269

https://t.co/1WotHBleuX https://t.co/u5DaEOHzI9
click above to find best deals and offers… https://t.co/BtUAOer0HW","                @26 

     :// .  /1               :// .  / 5        
                                         …      :// .  /       0  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Naresh8320 @Flipkart @nothing What is wrong with you @Flipkart @flipkartsupport ?

You either deliver the product… https://t.co/j4o1LOqx9m"," 8320                                ?

                              …      :// .  / 4 1      ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Dustbin - 15L@ 377

https://t.co/I6Knr8zg1o https://t.co/iFTnHT4GG8
click above to find best deals and offers… https://t.co/J5vIVTw93y","          15 @ 377

     :// .  / 6   8  1       :// .  /      4  8
                                         …      :// .  / 5      3 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart 

I ordered a boat Iris watch from Flipkart on 15th july. The watch delivered on 20th july. I ordered blu… https://t.co/tMD0vj91h6","  

                                             15       .                        20       .              …      :// .  /   0   1 6",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Roadster Men Jeans Starts @ 389

https://t.co/hgPJkrvrRB https://t.co/yshhrSYEFv
click above to find best deals and… https://t.co/mCdBSiH0W0","                          @ 38 

     :// .  /                :// .  /          
                                  …      :// .  /       0 0",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @Naresh8320: Very very big scam from @Flipkart @nothing i buy preorder pass from from flipkart and i purchased mobile on sale day and se…,                                                                                                             …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"https://t.co/egfDjMnAaG https://t.co/0bX2kRJUyz
click above to find best deals and offers 
#deals #offers #cashback… https://t.co/xe6F6uRS4s","     :// .  /                :// .  /0  2      
                                          
#      #       #        …      :// .  /  6 6   4 ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
